post_title,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"K3D PLA Blanco Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Blanco,0|1|0
"K3D PLA Beige Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Beige,0|1|0
"K3D PLA Rojo Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Rojo,0|1|0
"K3D PLA Verde Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Verde,0|0|0
"K3D PLA Gris Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Gris,0|1|0
"K3D PLA Negro Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Negro,0|1|0
"K3D PLA Lila Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Morado,0|1|0
"K3D PLA Azul Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Azul,0|1|0
"Base Magnética PEI de Doble Cara 235x235mm",Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI",,,
"Funda Protectora para Cortadora Laser",Creality,simple,,"Upgrades|Upgrades > Fundas",,,,
"Funda Protectora para Impresora 3D de Resina",Creality,simple,,"Upgrades|Upgrades > Fundas",,,,
"Film ACF Pictor Creality 190x266mm",Creality,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Kit Hotend Universal",Creality,simple,,"Repuestos|Repuestos > Hotends",,,,
"Correa Universal GT2-W6 2M",Creality,simple,,"Repuestos|Repuestos > Correas",,,,
"Termistor para Ender-3 S1 / Plus",Creality,simple,,"Repuestos|Repuestos > Termistores",,,,
"Termistor para Ender-3 S1 Pro",Creality,simple,,"Repuestos|Repuestos > Termistores",,,,
"Tubo Calefactor para Ender-3 S1 / Plus",Creality,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Tubo Calefactor para Ender-3 S1 Pro",Creality,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Placa Principal Creality Ender-3 S1",Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Hotend Cerámico Spider Speedy",Creality,simple,,"Upgrades|Upgrades > Extrusores","Creality|Hotend|Hotend Spider de Alta Temperatura",,,
"Funda Protectora para Impresora 3D FDM",Creality,simple,,"Upgrades|Upgrades > Fundas",,,,
"Boquilla MK-HF 0.25mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-HF 0.4mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-HF 0.6mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-HF 0.8mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.4mm de Aleación",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.6mm de Aleación",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.8mm de Aleación",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.4mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.6mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla K1 0.8mm de Acero Endurecido",Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Accesorio Giratorio Creality",Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Panel Hexagonal para Cortadora Laser 200x200mm",Creality,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Bambu Lab P1S","Bambu Lab",simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab P1P",,,
"Bambu Lab P1S Combo","Bambu Lab",simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab P1P",,,
"Two Trees Router CNC 3018 Pro","Two Trees",simple,,"Routers CNC|Routers CNC > Escritorio",,,,
"Two Trees Router CNC TTC 450","Two Trees",simple,,"Routers CNC|Routers CNC > Escritorio",,,,
"Shining 3D AccuFab-L4K","Shining 3D",simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina|Impresoras 3D > Dental",,,,
"Shining 3D Aoralscan 3","Shining 3D",simple,,"Escáneres 3D|Escáneres 3D > Dental",,,,
"Creality Sermoon D3 Pro",Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Características > Doble Extrusor|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality Sermoon D1",,,
"Resina Prizma 3D Encia Rosa 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Casteable Anaranjada 500g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Casteable II Verde 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Model 2.0 Morado 500g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Model 2.0 Arena 500g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Ortho IBT 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Denture Transparente 500g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Denture A1 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Denture Rosa Medio 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Isoprizma 3D Aislante para modelos de Resina 100ml","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas|Resinas > Biocompatible",,,,
"Resina Prizma 3D Bio Prov B1 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Prov A1 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Prov A2 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Prov A3 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Crown A1 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Crown A2 250g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Prizma 3D Glaze de Superficies 20ml","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas|Resinas > Biocompatible",,,,
"Resina Prizma 3D Bio Guide 500g","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Prizma 3D Bio Guide 500g",,,
"Resina Prizma 3D Bio Splint 1Kg","Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas|Resinas > Biocompatible",,,,
"Phrozen Cure Mega S",Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",Phrozen,,,
"Phrozen Wash Mega S",Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",Phrozen,,,
"Phrozen Alimentador Automático de Resina",Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",Phrozen,,,
"Revopoint POP 3 3D Scanner",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser",Revopoint,,,
"Phrozen Sonic Mega 8K S",Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","impresora 3D|Phrozen|Phrozen Sonic Mega 8K|Sonic Megan 8K",,,
"Revopoint Range 3D Scanner",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser",Revopoint,,,
"Revopoint Mini 3D Scanner",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser",Revopoint,,,
"Film FEP Anycubic Mono 2",Anycubic,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Film nFEP Anycubic M5",Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film nFEP Anycubic M5",,,
"Film ACF Anycubic M5s",Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film ACF Anycubic M5s",,,
"Base Magnética PEI 300x300mm FLSUN",Flsun,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnética Flexible PEI 320x310mm",,,
"Tubo Calefactor Flsun SR",Flsun,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Termistor Flsun SR",Flsun,simple,,"Repuestos|Repuestos > Termistores",,,,
"Hotend Flsun SR",Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Hotend Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Extrusor Flsun SR",Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Placa Principal Flsun SR",Flsun,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Correa Flsun SR",Creality,simple,,"Repuestos|Repuestos > Correas",,,,
"Correa Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Correas",,,,
"Tubo Calefactor Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Termistor Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Termistores",,,,
"Ventilador Turbo 4510 V400",Flsun,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Cama Térmica para Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Placa de Transferencia Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Motor del Extrusor Flsun V400",Flsun,simple,,"Repuestos|Repuestos > Motores",,,,
"Boquilla V6 0.4mm de Acero Endurecido","Krear 3D",simple,,"Repuestos|Repuestos > Boquillas",Boquilla|Mellow|V6,,,
"Gatillo Metálico de Extrusor Titan",Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Rueda dentada para Extrusor Titan",Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Creality Ender 3 V3 SE",Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
"K3D PLA Rosado Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Rosado,0|1|0
"K3D PLA Amarillo Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Amarillo,0|1|0
"K3D PLA Anaranjado Mate 1.75mm 1Kg",K3D,simple,,"Filamentos|Filamentos > PLA K3D","K3D PLA",,Anaranjado,0|1|0
"PolyLite PLA Starlight Mercurio 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Neptuno 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Jupiter 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Nebula 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Cometa 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Meteoro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Aurora 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyLite PLA Starlight Crepúsculo 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Iridiscente","Filamentos PLA|PolyLite PLA",,Iridiscente,0|1|0
"PolyTerra PLA Dual Rojo/Negro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Negro|Rojo,0|1|0
"PolyTerra PLA Dual Anaranjado/Negro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Anaranjado|Negro,0|1|0
"PolyTerra PLA Dual Rojo/Azul 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Azul|Rojo,0|1|0
"PolyTerra PLA Dual Gris/Morado 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Gris|Morado,0|1|0
"PolyTerra PLA Dual Turquesa/Amarillo 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Amarillo|Turquesa,0|1|0
"PolyTerra PLA Dual Verde/Marrón 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Marrón|Verde,0|1|0
"PolySonic PLA Negro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Velocidad","Filamentos PLA|PolySonic",,Negro,0|1|0
"PolySonic PLA Blanco 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Velocidad","Filamentos PLA|PolySonic",,Blanco,0|1|0
"PolySonic PLA Pro Negro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Velocidad","Filamentos PLA|PolySonic",,Negro,0|1|0
"PolySonic PLA Pro Blanco 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA Velocidad","Filamentos PLA|PolySonic",,Blanco,0|1|0
"PolyLite PLA Ligero Blanco 1.75mm 800g",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",PolyLite,,Blanco,0|1|0
"PolyLite PLA Ligero Madera 1.75mm 800g",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",PolyLite,,Beige,0|1|0
"PolyLite CosPLA A 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",PolyLite,,Gris,0|1|0
"PolyLite CosPLA B 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",PolyLite,,Gris,0|1|0
"PolyLite PETG Oro 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG Gris",,Oro,0|1|0
"PolyLite PLA Anaranjado Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Anaranjado,0|1|0
"PolyLite PLA Rosado Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Rosado,0|1|0
"PolyLite PLA Turquesa Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Turquesa,0|1|0
"PolyLite PLA Latón Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Oro,0|1|0
"PolyLite PLA Azul Luminoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",,,Azul|Luminoso,0|1|0
"PolyTerra PLA Arcoíris Pastel 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Gris Fosil",,Arcoiris,0|1|0
"PolyLite PETG Plata 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Plata,0|1|0
"PolyMax PETG-ESD Negro 1.75mm 500g",Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Negro,0|1|0
"Polymaker PC-PBT Natural 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > Policarbonato",,,Natural,0|1|0
"Polymaker PC-ABS Blanco 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > Policarbonato",,,Blanco,0|1|0
"PolyMax PC-FR Blanco 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > Policarbonato",,,Blanco,0|1|0
"PolyLite PLA Arcoíris Luminoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Arcoiris,0|1|0
"PolyLite PLA Cromo Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Plata,0|1|0
"PolyLite PLA Verde Gema Sedoso 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Verde,0|1|0
"PolyTerra PLA Verde Lima 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Amarillo,0|1|0
"PolyTerra PLA Blanco Frio 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Blanco,0|1|0
"PolyTerra PLA Morado Frio 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Morado,0|1|0
"PolyTerra PLA Verde Frio 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyTerra PLA Azul Frio 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"Polymaker PLA Pack Halloween",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Anaranjado|Luminoso|Morado,0|1|0
"Resina Shining 3D Dental Model DM12 1Kg","Shining 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Shining 3D Dental Model DM12 1Kg",,,
"Kit Hotend Cerámico K1 Series",Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit Hotend Cerámico",,,
"Kit Extrusor K1 Series",Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit de Alto Flujo Creality",,,
"Hotend y Boquilla Acero Endurecido 0.6mm","Bambu Lab",simple,,"Repuestos|Repuestos > Hotends","Bambu Lab|Hotend|Hotend y Boquilla Acero Endurecido X1 P1P",,,
"Hotend y Boquilla Acero Endurecido 0.8mm","Bambu Lab",simple,,"Repuestos|Repuestos > Hotends","Bambu Lab|Hotend|Hotend y Boquilla Acero Endurecido X1 P1P",,,
"Reductores de vibración Bambu Lab","Bambu Lab",simple,,"Repuestos|Repuestos > Plataformas",,,,
"Ventilador Auxiliar Bambu Lab","Bambu Lab",simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Termistor y Resistencia P1 Series","Bambu Lab",simple,,"Repuestos|Repuestos > Resistencias|Repuestos > Termistores",,,,
"Protector de Silicona Bambu Lab","Bambu Lab",simple,,"Repuestos|Repuestos > Hotends",,,,
"Calefactor Cerámico X1 Series","Bambu Lab",simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Bambu Lab PAHT-CF Negro 1.75mm 0.5Kg","Bambu Lab",simple,,"Filamentos|Filamentos > Reforzado",,,Azul,0|1|0
"Bambu Lab PET-CF Negro 1.75mm 0.5Kg","Bambu Lab",simple,,"Filamentos|Filamentos > Reforzado",,,Azul,0|1|0
"Panel Hexagonal para Cortadora Laser 500x500mm",Creality,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Film PFA Elegoo 146x195mm",Elegoo,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Elegoo PHECDA 10W",Elegoo,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 22W",,,
"Elegoo PHECDA 20W",Elegoo,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo",,,,
"PolyMide PA6-GF Gris 1.75mm 500g",Polymaker,simple,,"Filamentos|Filamentos > Reforzado",,,Negro,0|1|0
"Spray para escaneo 3D",AESUB,simple,,"Escáneres 3D|Escáneres 3D > Accesorios","Bambu Lab|Goma Liquida",,,
"Creality Falcon2 12W",Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 22W",,,
"Creality Falcon2 40W",Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo",,,,
"Revopoint Base Giratoria de Doble Eje",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Accesorios",,,,
"Revopoint Base Giratoria para Personas",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Accesorios",,,,
"Revopoint Base Giratoria Portable",Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Accesorios",,,,
"Creality CR-10 SE",Creality,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Smart Pro",,,
"Anycubic Kobra 2 Max",Anycubic,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra Max",,,
"Anycubic Kobra 2 Pro",Anycubic,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra 2 Pro",,,
"Anycubic Kobra 2 Neo",Anycubic,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra 2 Neo",,,
"Anycubic Kobra 2 Plus",Anycubic,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra 2 Plus",,,
"Anycubic Wash and Cure Max",Anycubic,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",,,,
"Kit de Pinturas Acrílicas Anycubic",Anycubic,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
"Bambu Lab A1 Mini","Bambu Lab",simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab P1P",,,
"Bambu Lab A1 Mini Combo","Bambu Lab",simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab P1P",,,
"Set de Pinturas Militares Vallejo (X16)",Vallejo,simple,,"Upgrades|Upgrades > Pinturas",,,,
"Artillery Sidewinder X3 Pro",Artillery,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Artillery|impresora 3D",,,
"Artillery Sidewinder X3 Plus",Artillery,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Artillery|impresora 3D",,,
"Artillery Sidewinder X4",Artillery,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Artillery|impresora 3D",,,
"Artillery Sidewinder X4 Plus",Artillery,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Artillery|impresora 3D",,,
"PolyLite PLA Marrón 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"PolyLite PLA Beige 1.75mm 1Kg",Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"Anycubic Wash and Cure 3",Anycubic,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",,,,
"Elegoo Neptune 4 Plus",Elegoo,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3",,,
"Elegoo Neptune 4 Max",Elegoo,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3",,,
"Kit Hotend Cerámico Bimetálico K1 Series",Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit Hotend Cerámico",,,
"Creality Ender 3 V3 KE",Creality,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
"Creality Falcon Pro 10W",Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 22W",,,
"Creality CR-Scan Ferret Pro",Creality,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"Sovol SV07 Plus",Sovol,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
"Sovol SV07",Sovol,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
"Sovol SV04",Sovol,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 SE",,,
