post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Raise 3D E2",raise-3d-e2,,349,"<a href=""https://tiendakrear3d.com/producto/raise-3d-e2/"">Raise 3D E2</a> es una impresora 3D de escritorio con extrusores duales independientes, perfecta para la fabricación y educación de lotes pequeños que produce piezas de alta calidad utilizando filamentos premium como PLA, ABS, PETG y otros filamentos más avanzados. Cuenta con certifación ISO 9001 e ISO 14001.
<p style=""text-align: center""><img class=""alignnone size-medium wp-image-11629"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/08/raise-3d-e2.webp"" alt=""Raise 3D E2"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center"">Raise 3D E2</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Tecnología</em><em>FDM</em></pre>
<pre><em>Volumen de imp.</em><em>330x240x240mm</em></pre>
<pre><em>Resolución de capa</em><em>0.02-0.25mm</em></pre>
<pre><em>Velocidad max.</em><em>150mm/s</em></pre>
<pre><em>Tipo de extrusor</em><em>Directo</em></pre>
<pre><em>Diámetro de boquilla</em><em>0.4mm</em></pre>",publish,,609,"2020-08-21 13:09:46",6,open,,,,no,no,,25000,23500,73,,,,,,instock,no,no,,no,taxable,7144,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/08/raise-3d-e2.webp ! alt : Raise 3D E2 ! title : Raise 3D E2 ! desc : Raise 3D E2 ! caption : ",,https://tiendakrear3d.com/producto/raise-3d-e2/,2,"Raise 3D",simple,,"Características|Características > Cartesiana|Características > Cerrada|Características > Alta Temperatura|Características > Doble Extrusor|Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Raise 3D E2",,,
"XYZ Printing Nobel Superfine",xyz-printing-nobel-superfine,,351,"XYZPrinting presenta su nueva impresora 3D Nobel Superfine, un equipo perfecto para ser utilizada como herramienta de fabricación y prototipado rapido con altos niveles de detalle, enfocada en proyectos de tamaño reducido pero de gran complejidad geométrica, aplicada en campos muy especializados como la joyería, la odontología, etc.","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">DLP</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">64x40x120mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.025-0.1mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Fuente de luz.</div>
<div class=""producto--valor"">LED UV λ 405nm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución XY</div>
<div class=""producto--valor"">0.05mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Software de impresion</div>
<div class=""producto--valor"">XYZware Nobel</div>
</div>
</div>",publish,,637,"2020-08-21 13:17:43",6,open,,,,no,no,,14800,1000,31,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/08/xyz-printing-nobel-superfine.webp ! alt : XYZ Printing Nobel Superfine ! title : XYZ Printing Nobel Superfine ! desc : XYZ Printing Nobel Superfine ! caption : ",,https://tiendakrear3d.com/producto/xyz-printing-nobel-superfine/,0,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Bloque calentador tipo Volcano",bloque-calentador-tipo-volcano,,507,"Repuesto para el sistema de extrusión de la marca Artillery, compatible con todos los modelos.
<ul>
 	<li>Material: Aleación de Aluminio</li>
 	<li>Agujero Roscado: M6</li>
 	<li>Temperatura de trabajo: 280°C</li>
</ul>","<div class=""woocommerce-product-details__short-description"">
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusión</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Bloque Calentador</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Universal</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">–</div>
</div>
</div>
</div>",publish,,403,"2020-08-31 18:01:12",10,open,,,,no,no,,15,,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/08/bloque-calentador-tipo-volcano.webp ! alt : Bloque calentador tipo Volcano Artillery ! title : Bloque calentador tipo Volcano Artillery ! desc : Bloque calentador tipo Volcano Artillery ! caption : ",,https://tiendakrear3d.com/producto/bloque-calentador-tipo-volcano/,1,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"PolyDissolve S1 1.75mm 750g",polydissolve-s1,,516,"PolyDissolve es una familia de filamentos de soporte solubles. PolyDissolve S1 es un soporte soluble en agua para filamentos a base de PLA, TPU, PVB y nylon de nuestra cartera. Está diseñado específicamente para tener una interfaz perfecta con estos materiales al mismo tiempo que muestra una buena solubilidad.
<ul>
 	<li>Temperatura boquilla: 215˚C – 225˚C</li>
 	<li>Velocidad de Impresión: 20mm/s – 40mm/s</li>
 	<li>Tempeatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">215˚C – 225˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">20mm/s - 40mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,1016,"2020-09-01 15:25:04",10,open,,,,no,no,1,220,190,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polydissolve-s1.webp ! alt : PolyDissolve S1 1.75mm 750g ! title : PolyDissolve S1 1.75mm 750g ! desc : PolyDissolve S1 1.75mm 750g ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyDissolve™-S1-3.png ! alt :  ! title : PolyDissolve™ S1 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/polydissolve-s11.webp ! alt : PolyDissolve S1 1.75mm 750g ! title : PolyDissolve S1 1.75mm 750g ! desc : PolyDissolve S1 1.75mm 750g ! caption : ",,https://tiendakrear3d.com/producto/polydissolve-s1/,1,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Transparente,0|1|0
"PolyLite ASA Blanco 1.75mm 1Kg",polylite-asa-blanco,,521,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite ASA Blanco 1.75mm 1Kg es una alternativa al ABS con una resistencia mejorada a la intemperie. Su resistencia a los rayos UV y sus excelentes propiedades mecánicas lo convierten en la elección perfecta para aplicaciones en la vida real.
<ul>
 	<li>Temperatura boquilla: 240˚C – 260˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma:75˚C – 95˚C</li>
 	<li>Superficie de impresión: BuildTak® &amp; Magigoo</li>
 	<li>Ventilador de capa: Apagado para mejor resistencia o Bajo para mejor calidad superficial</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">ASA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">240˚C – 260˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">75˚C – 95˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,972,"2020-09-01 15:44:58",10,open,,,,no,no,,150,90,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-asa-blanco-1.webp ! alt : PolyLite ASA Blanco 1.75mm 1Kg ! title : PolyLite ASA Blanco 1.75mm 1Kg ! desc : PolyLite ASA Blanco 1.75mm 1Kg ! caption : ",,https://tiendakrear3d.com/producto/polylite-asa-blanco/,1,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Blanco,0|1|0
"PolyCast Natural 1.75mm 750g",polycast-natural,,526,"PolyCast Natural es un filamento diseñado para producir patrones de inversión para aplicaciones de fundición a inversión. La impresión 3D reduce significativamente tanto el costo como el tiempo de entrega al eliminar el proceso de herramientas.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 70˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVB</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 70˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,1017,"2020-09-01 15:48:28",10,open,,,,no,no,,200,150,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polycast-natural.webp ! alt : PolyCast Natural 1.75mm 750g ! title : PolyCast Natural 1.75mm 750g ! desc : PolyCast Natural 1.75mm 750g ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/polycast-natural1.webp ! alt : PolyCast Natural 1.75mm 750g ! title : PolyCast Natural 1.75mm 750g ! desc : PolyCast Natural 1.75mm 750g ! caption : ",,https://tiendakrear3d.com/producto/polycast-natural/,0,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Natural,0|1|0
"PolyMide CoPA Natural (1.75mm, 750g)",polymide-copa-natural,,531,"PolyMide es una familia de filamentos a base de nylon / poliamida. PolyMide CoPA se basa en un copolímero de Nylon 6 y Nylon 6,6. El filamento combina una excelente resistencia, tenacidad y resistencia al calor de hasta 180 ° C.
<ul>
 	<li>Temperatura boquilla: 250˚C – 270˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 50˚C</li>
 	<li>Superficie de impresión: Vidrio con goma</li>
 	<li>Ventilador de capa: Apagado</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">CoPA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">250˚C – 270˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 50˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Endurecido</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,1019,"2020-09-01 15:52:33",10,open,,,,no,no,,210,175,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyMide-CoPA-Natural-1.png ! alt :  ! title : PolyMide CoPA Natural 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyMide-CoPA-Natural-3.png ! alt :  ! title : PolyMide CoPA Natural 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyMide-CoPA-Natural-2.png ! alt :  ! title : PolyMide CoPA Natural 2 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polymide-copa-natural/,0,Polymaker,simple,exclude-from-catalog|exclude-from-search,"Filamentos|Filamentos > Nylon",,,,
"PolyLite PETG Transparente 1.75mm 1Kg",polylite-petg-transparente,,536,"<strong>PolyLite PETG Transparente</strong> es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PETG Transparente es un filamento asequible con propiedades mecánicas equilibradas y facilidad de impresión.
<ul>
 	<li>Temperatura boquilla: 230˚C – 240˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma: 70˚C – 80˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Hoja PEI</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PETG</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">230˚C – 240˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">70˚C – 80˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,944,"2020-09-01 15:57:27",10,open,,,,no,no,,80,60,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-petg-transparente-1.webp ! alt : PolyLite PETG Transparente 1.75mm 1Kg ! title : PolyLite PETG Transparente 1.75mm 1Kg ! desc : PolyLite PETG Transparente 1.75mm 1Kg ! caption : ",,https://tiendakrear3d.com/producto/polylite-petg-transparente/,36,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Transparente,0|1|0
"PolyLite PETG Blanco 1.75mm 1Kg",polylite-petg-blanco,,541,"<a href=""https://tiendakrear3d.com/producto/polylite-petg-blanco/"">PolyLite PETG Blanco</a> es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PETG es un filamento asequible con propiedades mecánicas equilibradas y facilidad de impresión.
<ul>
 	<li>Temperatura boquilla: 230˚C – 240˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma: 70˚C – 80˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Hoja PEI</li>
</ul>
<p style=""text-align: center""><img class=""alignnone size-medium wp-image-542"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-petg-blanco.webp"" alt=""PolyLite PETG Blanco"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center"">PolyLite PETG Blanco</h3>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PETG</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">230˚C – 240˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">70˚C – 80˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,941,"2020-09-01 16:00:39",10,open,,,,no,no,,80,60,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-petg-blancox.webp ! alt : PolyLite PETG Blanco 1.75mm 1Kg ! title : PolyLite PETG Blanco 1.75mm 1Kg ! desc : PolyLite PETG Blanco 1.75mm 1Kg ! caption : ",,https://tiendakrear3d.com/producto/polylite-petg-blanco/,110,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG|PolyLite PETG Blanco",,Blanco,0|1|0
"PolyLite PETG Negro 1.75mm 1Kg",polylite-petg-negro,,545,"<a href=""https://tiendakrear3d.com/producto/polylite-petg-negro/"">PolyLite PETG Negro</a> es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PETG es un filamento asequible con propiedades mecánicas equilibradas y facilidad de impresión.
<ul>
 	<li>Temperatura boquilla: 230˚C – 240˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma: 70˚C – 80˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Hoja PEI</li>
</ul>
<p style=""text-align: center""><img class=""alignnone size-medium wp-image-546"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-petg-negro.webp"" alt=""PolyLite PETG Negro"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center"">PolyLite PETG Negro</h3>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PETG</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">230˚C – 240˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">70˚C – 80˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,942,"2020-09-01 16:02:51",10,open,,,,no,no,,80,60,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-petg-negrox.webp ! alt : PolyLite PETG Negro 1.75mm 1Kg ! title : PolyLite PETG Negro 1.75mm 1Kg ! desc : PolyLite PETG Negro 1.75mm 1Kg ! caption : ",,https://tiendakrear3d.com/producto/polylite-petg-negro/,62,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG|PolyLite PETG Negro",,Negro,0|1|0
"PolyLite ABS Negro 1.75mm 1Kg",polylite-abs-negro,,549,"<a href=""https://tiendakrear3d.com/producto/polylite-abs-negro/""><strong>PolyLite ABS Negro</strong></a> está fabricado con una resina ABS especial polimerizada a granel, que tiene un contenido volátil significativamente menor en comparación con las resinas ABS tradicionales. Ofrece una excelente calidad de impresión con un olor mínimo durante la impresión.
<ul>
 	<li>Temperatura boquilla: 245˚C – 265˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 50mm/s</li>
 	<li>Temperatura de plataforma: 90˚C – 100˚C</li>
 	<li>Superficie de impresión: BuilTak®, Hoja PEI con ABS slurry</li>
 	<li>Ventilador de capa: Apagado para mejor resistencia, Bajo para mejor calidad superficial</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone size-medium wp-image-1628"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-abs-negro-1.webp"" alt=""PolyLite ABS Negro"" width=""400"" height=""400"" /></p>
&nbsp;
<h3 style=""text-align: center;"">PolyLite ABS Negro</h3>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">ABS</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">245˚C – 265˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">90˚C – 110˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 50mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Apagado / Bajo</div>
</div>
</div>",publish,,966,"2020-09-01 16:15:41",10,open,,,,no,no,,85,65,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/polylite-abs-negro-1.webp ! alt : PolyLite ABS Negro 1.75mm 1Kg ! title : PolyLite ABS Negro 1.75mm 1Kg ! desc : PolyLite ABS Negro 1.75mm 1Kg ! caption : ",,https://tiendakrear3d.com/producto/polylite-abs-negro/,25,Polymaker,simple,,"Filamentos|Filamentos > ABS","Filamento ABS|PolyLite ABS|PolyLite ABS Negro",,Negro,0|1|0
